Index,Date,Year,Country,Area,Location,Injury,lat,lng,success,lookupstring,failedstrings,confidence,match loop
3316,2011-06-14,2011.0,UNITED KINGDOM,Cornwall,St. Ives,"No injury, shark slammed into boat",50.0,-5.0,Yes,"St. Ives, Cornwall, UNITED KINGDOM",,1.0,1.0
3317,2011-05-22,2011.0,USA,Hawaii,"Lyman Beach, Kailua-Kona","No injury, board bitten",20.0,-156.0,Duplicate,"Lyman Beach, Kailua-Kona, Hawaii, USA",,,1.0
3318,2010-12-03,2010.0,INDONESIA,Bali,Balian,Lacerations to right hand,-9.0,115.0,Duplicate,"Balian, Bali, INDONESIA",,,1.0
3319,2010-10-09,2010.0,AUSTRALIA,New South Wales,Mullaway Headland,Foot bitten,-30.0,153.0,Yes,"Mullaway Headland, New South Wales, AUSTRALIA",,0.9,1.0
3320,2010-08-18,2010.0,USA,Florida,Crescent Beach St. Johns County,Minor injuries to foot,30.0,-81.0,Duplicate,"Crescent Beach St. Johns County, Florida, USA",,,1.0
3321,2010-05-18,2010.0,VIETNAM,Binh Dinh Province,Quy Nhon,Minor laceration to leg,14.0,109.0,Duplicate,"Quy Nhon, Binh Dinh Province, VIETNAM",,,1.0
3322,2010-01-22,2010.0,UNITED ARAB EMIRATES,Dubai,"Umm Suqeim Beach, Dubai",Laceration to bottom of foot,25.0,55.0,Yes,"Dubai, Dubai, UNITED ARAB EMIRATES",,1.0,2.0
3323,2009-11-16,2009.0,USA,Florida,"Jupiter, Palm Beach County",Foot bitten,38.0,-120.0,Duplicate,"Jupiter, Palm Beach County, USA",,0.63,4.0
3324,2009-10-17,2009.0,SCOTLAND,Fife,Deep Sea World Aquarium,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT,56.0,-3.0,Yes,"Fife, SCOTLAND",,1.0,5.0
3325,2009-04-28,2009.0,USA,Florida,"St. Augustine, St. John's County",Multiple lacerations to right foot & ankle,30.0,-81.0,Yes,"St. Augustine, St. John's County, Florida, USA",,0.9,1.0
3326,2008-12-27,2008.0,AUSTRALIA,New South Wales,"Long Reef, north of Sydney","No injury, shark struck kayak, catapulting him into the water",-34.0,151.0,Yes,"Long Reef, north of Sydney, New South Wales, AUSTRALIA",,1.0,1.0
3327,2008-06-26,2008.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor laceration to foot,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3328,2008-01-10,2008.0,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Left foot bitten,29.0,-81.0,Duplicate,"Canaveral National Seashore, Brevard County, Florida, USA",,0.567,2.0
3329,2007-10-06,2007.0,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Severe lacerations to right hand,29.0,-81.0,Duplicate,"Canaveral National Seashore, Brevard County, Florida, USA",,0.567,2.0
3330,2007-09-03,2007.0,USA,Florida,"Daytona Beach, Volusia County",Tiny punctures to arm,29.0,-81.0,Duplicate,"Daytona Beach, Volusia County, Florida, USA",,,1.0
3331,2007-08-15,2007.0,USA,Florida,Sarasota Bay,Puncture wounds to torso,27.0,-83.0,Yes,"Sarasota Bay, Florida, USA",,1.0,1.0
3332,2007-07-10,2007.0,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,"Lacerations to thumb, ring and pinky fingers of right hand",26.0,-77.0,Duplicate,"Abaco Islands, BAHAMAS",,0.45,5.0
3333,2007-04-22,2007.0,USA,Florida,"Hutchinson Island, St. Lucie County",Left foot bitten,27.0,-80.0,Yes,"Hutchinson Island, St. Lucie County, USA",,0.9,4.0
3334,2007-03-22,2007.0,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",,,Yes,"Ras-Alkalb, Muhafazat Hadramawt, YEMEN",,0.5,
3335,2007-01-25,2007.0,USA,Florida,100 miles off Ft. Myers Beach,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",26.0,-82.0,Yes,"100 miles off Ft. Myers Beach, Florida, USA",,1.0,1.0
3336,2006-09-16,2006.0,USA,North Carolina,Onslow Beach,Laceration to left thigh,35.0,-77.0,Yes,"Onslow Beach, North Carolina, USA",,1.0,1.0
3337,2006-07-10,2006.0,BRAZIL,Pernambuco,Body recovered at Goiana,FATAL,-8.0,-35.0,Yes,"Body recovered at Goiana, Pernambuco, BRAZIL",,1.0,1.0
3338,2005-09-23,2005.0,AUSTRALIA,Western Australia,"Scarborough Beach, Perth",No injury,-32.0,116.0,Yes,"Scarborough Beach, Perth, Western Australia, AUSTRALIA",,0.9,1.0
3339,2005-04-06,2005.0,USA,Florida,"Jacksonville Beach, Duval County",Left calf injured,30.0,-81.0,Duplicate,"Jacksonville Beach, Duval County, Florida, USA",,,1.0
3340,2005-03-25,2005.0,VENEZUELA,,Punta Caracas,Right leg bitten,11.0,-67.0,Yes,"Punta Caracas, VENEZUELA",,1.0,1.0
3341,2004-11-15,2004.0,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",FATAL,-34.0,19.0,Duplicate,"False Bay, Western Cape Province, SOUTH AFRICA",,0.0,2.0
3342,2004-07-15,2004.0,JAPAN,Wakayama Prefecture,Susami,Suffered broken ribs when the shark's tail fin slammed into his chest,34.0,135.0,Yes,"Susami, Wakayama Prefecture, JAPAN",,1.0,1.0
3343,2004-03-06,2004.0,AUSTRALIA,Western Australia,5 nm off Cervantes,Shin & calf bitten,-31.0,115.0,Yes,"5 nm off Cervantes, Western Australia, AUSTRALIA",,1.0,1.0
3344,2003-11-06,2003.0,EGYPT,Sinai Peninsula,"Sha’ab Mahmud, Ras Mohamed Park",Hand/elbow injured,30.0,34.0,Yes,"Sinai Peninsula, EGYPT",,1.0,5.0
3345,2003-07-20,2003.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Laceration to little finger of  right hand,29.0,-81.0,Duplicate,"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3346,2003-07-10,2003.0,BAHAMAS,Abaco Islands,Bakers Bay,Right thigh bitten,27.0,-77.0,Yes,"Bakers Bay, BAHAMAS",,0.9,4.0
3347,2003-04-23,2003.0,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Right hand lacerated,-23.0,-42.0,Duplicate,"Copacabana Beach, Rio de Janiero, Rio de Janeiro, BRAZIL",,,1.0
3348,2002-11-28,2002.0,MICRONESIA,Caroline Islands,"Pision Reef, Truk",Minor injury to right calf,7.0,152.0,Yes,"Truk, Caroline Islands, MICRONESIA",,0.9,2.0
3349,2002-05-13,2002.0,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Laceration to arm.,26.0,-82.0,Yes,"Ten Thousand Islands National Wildlife Refuge, Collier County, USA",,0.9,4.0
3350,2002-04-12,2002.0,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Foot bitten,-33.0,152.0,Duplicate,"Bar Beach, Newcastle, New South Wales, AUSTRALIA",,,1.0
3351,2001-09-13,2001.0,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",Head bitten by captive shark PROVOKED INCIDENT,53.0,-3.0,Yes,"Blue Planet Aquarium, Ellesmere Port, Cheshire, UNITED KINGDOM",,1.0,1.0
3352,2001-08-19,2001.0,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to lower leg,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3353,2001-07-25,2001.0,USA,Florida,"Taverniier, Monroe County",Minor injury,29.0,-81.0,Duplicate,"Florida, USA",,0.0,5.0
3354,2001-04-13,2001.0,USA,Florida,"New Smyrna Beach, Volusia County",Right foot & ankle lacerated,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3355,2001-04-11,2001.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor cuts on right heel & foot,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3356,2000-12-11,2000.0,AUSTRALIA,South Australia,"3 km off Port Victoria, Yorke Peninsula",No injury to occupants,-34.0,137.0,Yes,"3 km off Port Victoria, Yorke Peninsula, South Australia, AUSTRALIA",,1.0,1.0
3357,2000-06-02,2000.0,USA,Florida,"27th Avenue, New Smyrna Beach, Volusia County",Right forearm lacerated,29.0,-81.0,Yes,"27th Avenue, New Smyrna Beach, Volusia County, Florida, USA",,1.0,1.0
3358,2000-04-14,2000.0,USA,Florida,"On the south side of Ponce Inlet, Volusia County",Left foot lacerated,29.0,-81.0,Yes,"On the south side of Ponce Inlet, Volusia County, Florida, USA",,1.0,1.0
3359,1999-09-24,1999.0,ITALY,Adriatic Sea,San Benedetto,No Injury to occupants,46.0,12.0,Yes,"San Benedetto, ITALY",,1.0,4.0
3360,1998-09-27,1998.0,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Puncture wounds to leg,29.0,-81.0,Duplicate,"Florida, USA",,0.44099999999999995,5.0
3361,1998-07-26,1998.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Lacerations to left foot,-8.0,-35.0,Duplicate,"Boa Viagem, Recife, Pernambuco, BRAZIL",,,1.0
3362,1998-06-28,1998.0,AUSTRALIA,South Australia,South Neptune Island,"FATAL, left thigh and lower leg severely injured",-31.0,136.0,Yes,"South Neptune Island, South Australia, AUSTRALIA",,1.0,1.0
3363,1998-05-25,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",4 lacerations on the sole of his right foot,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3364,1997-10-04,1997.0,USA,Florida,"Daytona Beach, Volusia County",Laceration & 3 puncture wounds to anterior right thigh,29.0,-81.0,Duplicate,"Daytona Beach, Volusia County, Florida, USA",,,1.0
3365,1997-09-16,1997.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",FATAL,-8.0,-35.0,Duplicate,"Boa Viagem, Recife, Pernambuco, BRAZIL",,,1.0
3366,1997-08-11,1997.0,EGYPT,Red Sea,Safaga,FATAL,27.0,34.0,Duplicate,"Safaga, Red Sea, EGYPT",,,1.0
3367,1997-08-02,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Top of left foot bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3368,1996-09-02,1996.0,USA,Florida,"Bethune Beach, Volusia County",Small lacerations on left foot,29.0,-81.0,Duplicate,"Bethune Beach, Volusia County, Florida, USA",,,1.0
3369,1995-05-26,1995.0,USA,Florida,"Vero Beach, Indian River County",Left foot bitten,28.0,-80.0,Duplicate,"Vero Beach, Indian River County, Florida, USA",,,1.0
3370,1995-03-11,1995.0,AUSTRALIA,South Australia,Cactus Beach,Left arm lacerated,-31.0,136.0,Duplicate,"South Australia, AUSTRALIA",,0.567,5.0
3371,1994-07-08,1994.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Survived,-8.0,-35.0,Duplicate,"Boa Viagem, Recife, Pernambuco, BRAZIL",,,1.0
3372,1994-02-19,1994.0,USA,Florida,"Juno Beach, Palm Beach County",Left foot bitten,27.0,-80.0,Duplicate,"Juno Beach, Palm Beach County, Florida, USA",,,1.0
3373,1993-11-12,1993.0,USA,Hawaii,"Horners, Wailua, Kaua'i",Left leg severely bitten,22.0,-159.0,Yes,"Horners, Wailua, Kaua'i, Hawaii, USA",,1.0,1.0
3374,1990-11-03,1990.0,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Leg bitten,33.0,-88.0,Duplicate,"Carmel Bay, Monterey County, California, USA",,0.567,2.0
3375,1990-05-10,1990.0,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,Lacerations,-16.0,145.0,Duplicate,"Outer Barrier Reef near Port Douglas, Queensland, AUSTRALIA",,,1.0
3376,1988-01-06,1988.0,SOUTH AFRICA,Western Cape Province,Struisbaai,Foot lacerated by hooked shark PROVOKED INCIDENT,-35.0,20.0,Yes,"Struisbaai, Western Cape Province, SOUTH AFRICA",,0.9,1.0
3377,1986-12-11,1986.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Forearm bitten,29.0,-81.0,Duplicate,"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3378,1986-04-01,1986.0,SPAIN,Catalonia,Lloret-de-Mar,Abrasions,42.0,3.0,Yes,"Lloret-de-Mar, Catalonia, SPAIN",,1.0,1.0
3379,1985-10-22,1985.0,USA,California,"Point Conception, Santa Barbara County",Minor injury to foot & ankle,38.0,-122.0,Duplicate,"Point Conception, Santa Barbara County, California, USA",,,1.0
3380,1984-07-24,1984.0,USA,Texas,South Padre Island,Legs severely lacerated,26.0,-97.0,Duplicate,"South Padre Island, Texas, USA",,,1.0
3381,1984-03-01,1984.0,AUSTRALIA,Western Australia,Coral Bay,No details,-23.0,114.0,Duplicate,"Coral Bay, Western Australia, AUSTRALIA",,,1.0
3382,1982-07-24,1982.0,USA,California,"Point Buchon, San Luis Obispo County","No Injury, board bitten",35.0,-120.0,Duplicate,"San Luis Obispo County, California, USA",,0.3969,2.0
3383,1982-06-29,1982.0,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,FATAL,-32.0,29.0,Yes,"Ntlonyana Bay, Eastern Cape Province, SOUTH AFRICA",,0.81,1.0
3384,1981-03-25,1981.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","Lacerations on calf, ankle & heel",27.0,-80.0,Duplicate,"Singer Island, Riviera Beach, Palm Beach County, Florida, USA",,,1.0
3385,1979-05-05,1979.0,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,-34.0,19.0,Duplicate,"False Bay, Western Cape Province, SOUTH AFRICA",,0.5670000000000001,2.0
3386,1978-07-19,1978.0,USA,California,"Newport Beach, Orange County",Laceration to leg by hooked shark  PROVOKED INCIDENT,34.0,-118.0,Yes,"Newport Beach, Orange County, California, USA",,1.0,1.0
3387,1977-12-01,1977.0,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",No injury to occupant: shark bit boat's port chine,-34.0,19.0,Duplicate,"False Bay, Western Cape Province, SOUTH AFRICA",,0.5670000000000001,2.0
3388,1974-01-13,1974.0,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,2 minor lacerations in foot,-28.0,33.0,Duplicate,"Cape Vidal, KwaZulu-Natal, SOUTH AFRICA",,,1.0
3389,1973-03-01,1973.0,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Hip bruised,-30.0,31.0,Duplicate,"Scottburgh, KwaZulu-Natal, SOUTH AFRICA",,,1.0
3390,1972-10-21,1972.0,AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay",Right arm bitten,-22.0,145.0,Duplicate,"Queensland, AUSTRALIA",,0.6146341463414634,5.0
3391,1971-04-16,1971.0,KENYA,Coast Province,Watamu,Right foot bitten,-3.0,40.0,Yes,"Watamu, Coast Province, KENYA",,0.9,1.0
3392,1971-04-06,1971.0,MEXICO,Guerrero,"Copacabana Beach, Acapulco","FATAL, left thigh bitten",17.0,-100.0,Yes,"Copacabana Beach, Acapulco, Guerrero, MEXICO",,1.0,1.0
3393,1970-12-03,1970.0,USA,Hawaii,Kauai,Right thigh lacerated,20.0,-155.0,Duplicate,"Kauai, Hawaii, USA",,,1.0
3394,1970-03-23,1970.0,USA,Florida,Manatee County,Foot & calf lacerated,28.0,-82.0,Yes,"Manatee County, USA",,0.9,4.0
3395,1969-11-11,1969.0,USA,Hawaii,"Barber’s Point, O'ahu","Abrasions to upper leg, laceration to ankle, scuba tank bitten",20.0,-155.0,Duplicate,"Hawaii, USA",,0.567,5.0
3396,1969-03-25,1969.0,AUSTRALIA,New South Wales,Newcastle,Foot lacerated. Recorded as PROVOKED INCIDENT,-33.0,152.0,Duplicate,"Newcastle, New South Wales, AUSTRALIA",,,1.0
3397,1968-01-17,1968.0,PAPUA NEW GUINEA,Morobe Province,Finschafen,FATAL,-7.0,148.0,Yes,"Finschafen, Morobe Province, PAPUA NEW GUINEA",,0.9,1.0
3398,1968-01-01,1968.0,COSTA RICA,Limón Province,Parismina,FATAL,10.0,-84.0,Yes,"Parismina, Limón Province, COSTA RICA",,0.9,1.0
3399,1967-09-06,1967.0,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,FATAL,-3.0,152.0,Yes,"Lambom Island, New Ireland Province, PAPUA NEW GUINEA",,0.9,1.0
3400,1966-12-27,1966.0,AUSTRALIA,New South Wales,Trial Bay,Right hand lacerated,-31.0,153.0,Yes,"Trial Bay, New South Wales, AUSTRALIA",,0.9,1.0
3401,1966-09-27,1966.0,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",Shoulder lacerated,-22.0,145.0,Yes,"Broomfield Island, Queensland, AUSTRALIA",,1.0,2.0
3402,1966-01-25,1966.0,INDONESIA,North Sumatra,Near Belawan,Sharks said to have killed some of the 80 people lost,4.0,99.0,Yes,"Near Belawan, North Sumatra, INDONESIA",,0.9,1.0
3403,1965-01-01,1965.0,VANUATU,Malampa Province,Island of Paam'a,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence.,-15.0,167.0,Yes,"Island of Paam'a, VANUATU",,0.9,4.0
3404,1963-11-25,1963.0,FIJI,Vita Levu,Rewa River,Ankle & foot bitten,-18.0,178.0,Duplicate,"Rewa River, FIJI",,0.6666666666666667,4.0
3405,1962-06-04,1962.0,USA,California,"12' tank at Steinhart Aquarium, San Francisco",Right forearm bitten PROVOKED INCIDENT,38.0,-122.0,Yes,"12' tank at Steinhart Aquarium, San Francisco, California, USA",,1.0,1.0
3406,1961-08-01,1961.0,PAPUA NEW GUINEA,Sandaun Province,Vanimo  on Musu side of Wutong anchorage,Thigh lacerated PROVOKED INCIDENT,-4.0,142.0,Yes,"Sandaun Province, PAPUA NEW GUINEA",,0.9,5.0
3407,1961-03-01,1961.0,FIJI,"19S, 178?E","Wotua Beach, 70 miles from Suva",Right forearm bitten,19.0,178.0,,"Wotua Beach, 70 miles from Suva",,,
3408,1961-01-22,1961.0,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Left thigh bitten,-30.0,31.0,Duplicate,"Amanzimtoti, KwaZulu-Natal, SOUTH AFRICA",,,1.0
3409,1961-01-01,1961.0,COLOMBIA,Roncador Bank,"Roncador Bank, 135 nm north of San Andres",Leg bitten,5.0,-74.0,Yes,"Roncador Bank, Roncador Bank, COLOMBIA",,0.9,2.0
3410,1960-05-29,1960.0,PANAMA,San Blas Islands,Off Diable Island,Face lacerated,10.0,-79.0,Yes,"San Blas Islands, PANAMA",,0.9,5.0
3411,1960-01-13,1960.0,AUSTRALIA,Western Australia,Geraldton,Upper leg bitten PROVOKED INCIDENT,-29.0,115.0,Yes,"Geraldton, Western Australia, AUSTRALIA",,1.0,1.0
3412,1959-12-26,1959.0,PAPUA NEW GUINEA,Rigo subdistrict,Kaparoka,"FATAL, right leg severed",-10.0,149.0,Yes,"Rigo subdistrict, PAPUA NEW GUINEA",,0.81,5.0
3413,1959-07-25,1959.0,JAPAN,Okayama Prefecture,Ushimado,"FATAL, right thigh bitten",35.0,134.0,Yes,"Ushimado, Okayama Prefecture, JAPAN",,0.9,1.0
3414,1959-06-26,1959.0,TURKEY,Mersin Province,Off Mezitli,Leg injured,37.0,35.0,Yes,"Off Mezitli, Mersin Province, TURKEY",,0.9,1.0
3415,1959-04-05,1959.0,AUSTRALIA,New South Wales,Thirroul,Swim fin bitten,-34.0,151.0,Yes,"Thirroul, New South Wales, AUSTRALIA",,1.0,1.0
3416,1959-03-08,1959.0,PHILIPPINES,Mindanao,"Mouth of Langoyan River, Davao City","FATAL, body not recovered",7.0,126.0,Yes,"Mouth of Langoyan River, Davao City, Mindanao, PHILIPPINES",,1.0,1.0
3417,1957-08-01,1957.0,USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",Legs bitten PROVOKED INCIDENT,26.0,-80.0,Yes,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County, Florida, USA",,1.0,1.0
3418,1957-07-24,1957.0,USA,California,"La Jolla, San Diego County",Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT,33.0,-117.0,Duplicate,"La Jolla, San Diego County, California, USA",,,1.0
3419,1956-10-27,1956.0,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Right heel lacerated & swim fin removed by shark,-34.0,18.0,Duplicate,"Glencairn, False Bay, Western Cape Province, SOUTH AFRICA",,,1.0
3420,1956-01-16,1956.0,COSTA RICA,,San Juan River,"FATAL, leg severed",,,Yes,,,0.0,
3421,1955-07-25,1955.0,JAPAN,Okayama Prefecture,Usimado-no-Seto,FATAL,35.0,134.0,Yes,"Okayama Prefecture, JAPAN",,1.0,5.0
3422,1954-08-12,1954.0,CUBA,Guantanamo Province,Boqueron,Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT,20.0,-77.0,Yes,"Boqueron, Guantanamo Province, CUBA",,1.0,1.0
3423,1953-07-31,1953.0,MEXICO,Colima,Manzanillo,FATAL,19.0,-104.0,Yes,"Manzanillo, Colima, MEXICO",,1.0,1.0
3424,1953-07-15,1953.0,USA,Florida,"Juno Beach, Palm Beach County",Lower left leg severely bitten,27.0,-80.0,Duplicate,"Juno Beach, Palm Beach County, Florida, USA",,,1.0
3425,1952-07-13,1952.0,USA,California,"San Diego, San Diego County",Part of hand removed by shark he had caught PROVOKED INCIDENT,33.0,-117.0,Yes,"San Diego, San Diego County, California, USA",,1.0,1.0
3426,,1952.0,LIBERIA,Montserrado,"West Breakwater, Monrovia / Freeport",FATAL,6.0,-11.0,Duplicate,"Montserrado, LIBERIA",,0.5729268292682926,5.0
3427,1952-01-01,1952.0,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,"Arm bitten, surgically amputated",-2.0,147.0,Duplicate,"Manus Island, Admiralty Islands, Manus Province, PAPUA NEW GUINEA",,,1.0
3428,1949-12-01,1949.0,AUSTRALIA,Victoria,Seaholme,"No injury,     Shark landed on top of him, knocked him back down 3 times",-38.0,145.0,Yes,"Seaholme, Victoria, AUSTRALIA",,1.0,1.0
3429,1948-12-05,1948.0,NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,500 nautical miles southwest of Johnston Island,"32 survived, 5 perished; sharks fed on the dead but did not bite the survivors",,,Yes,"500 nautical miles southwest of Johnston Island, Between Kwajalein Atoll & Johnston Island, NORTH PACIFIC OCEAN",,0.33333333333333337,
3430,1848-09-17,1848.0,TURKEY,Adana Province,Yumurtalik,FATAL,37.0,36.0,Yes,"Yumurtalik, Adana Province, TURKEY",,0.9,1.0
3431,1947-12-01,1947.0,SENEGAL,,"Tiaroye, near Dakar, Cap Vert Peninsula","FATAL, right thigh bitten",15.0,-18.0,Yes,"Tiaroye, near Dakar, Cap Vert Peninsula, SENEGAL",,1.0,1.0
3432,1946-01-05,1946.0,AUSTRALIA,New South Wales,"Oatley Bay near Como, George’s River","FATAL, left leg severed, right leg injured",-34.0,151.0,Yes,"George’s River, New South Wales, AUSTRALIA",,0.9,2.0
3433,144-07-22,1944.0,SOUTH AFRICA,Western Cape Province,Hartenbos,"FATAL, body not recovered",-34.0,22.0,Duplicate,"Hartenbos, Western Cape Province, SOUTH AFRICA",,,1.0
3434,1938-03-21,1938.0,FIJI,Viti Levu,Singatoka River,unknown,-18.0,178.0,Yes,"Viti Levu, FIJI",,1.0,5.0
3435,1937-08-31,1937.0,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia","Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",34.0,-84.0,Yes,"Mabuiag Island, between New Guinea & Australia, Torres Strait, AUSTRALIA",,1.0,1.0
3436,1935-12-23,1935.0,AUSTRALIA,Victoria,150 yards from the pier at Lorne,"Harpooned shark stove in bow (20 x 10 hole), boat sank PROVOKED INCIDENT",-39.0,144.0,Yes,"150 yards from the pier at Lorne, Victoria, AUSTRALIA",,1.0,1.0
3437,1935-09-21,1935.0,USA,North Carolina,"Brown’s Inlet on New River, Onslow Beach","FATAL, thigh bitten",35.0,-77.0,Duplicate,"Onslow Beach, North Carolina, USA",,0.0,2.0
3438,1935-06-18,1935.0,USA,New Jersey,50 miles offshore,Arm lacerated by a shark that leapt onto boat,40.0,-74.0,Yes,"New Jersey, USA",,1.0,5.0
3439,1933-02-14,1933.0,AUSTRALIA,South Australia,Adelaide,No injury to occupants. Shark leapt into boat during sailing races,-35.0,139.0,Duplicate,"Adelaide, South Australia, AUSTRALIA",,,1.0
3440,1933-01-04,1933.0,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),-19.0,147.0,Yes,"Strand Beach, Kissing Point, Townsville, Queensland, AUSTRALIA",,1.0,1.0
3441,1932-05-12,1932.0,AUSTRALIA,Torres Strait,Near Warrior Reefs,FATAL,-10.0,142.0,Duplicate,"Torres Strait, AUSTRALIA",,0.3969,5.0
3442,1931-09-27,1931.0,JAMAICA,Kingston Parish,"East Beach, Kingston",FATAL,18.0,-77.0,Yes,"East Beach, Kingston, JAMAICA",,1.0,4.0
3443,1931-07-15,1931.0,USA,New Jersey,"Sea Girt, Monmouth County",Nipped on leg,40.0,-74.0,Yes,"Sea Girt, Monmouth County, New Jersey, USA",,1.0,1.0
3444,1931-01-07,1931.0,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Severe bump & few superficial wounds,-26.0,153.0,Yes,"Yeppoon, near Ross Creek, Queensland, AUSTRALIA",,1.0,1.0
3445,1930-07-19,1930.0,CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana","Right arm & leg bitten, arm & leg surgically amputated",23.0,-82.0,Yes,"LaPlaya Beach / Vedado, Havana, Havana Province, CUBA",,0.9,1.0
3446,1929-12-03,1929.0,AUSTRALIA,Queensland,Townsville,FATAL,-19.0,147.0,Duplicate,"Townsville, Queensland, AUSTRALIA",,,1.0
3447,1927-01-03,1927.0,AUSTRALIA,New South Wales,"Grey’s Point, Port Hacking","FATAL, leg bitten from thigh to ankle",-34.0,151.0,Yes,"Grey’s Point, Port Hacking, New South Wales, AUSTRALIA",,1.0,1.0
3448,1925-11-22,1925.0,AUSTRALIA,Western Australia,Cottesloe Beach,"FATAL, thigh  & torso bitten, then shark charged rescue boat",-32.0,116.0,Duplicate,"Cottesloe Beach, Western Australia, AUSTRALIA",,,1.0
3449,1925-11-01,1925.0,USA,Puerto Rico,"Condado Beach, San Juan",Both calves lacerated,18.0,-66.0,Duplicate,"Condado Beach, San Juan, Puerto Rico, USA",,,1.0
3450,1924-07-04,1924.0,USA,California,"Newport Beach, Orange County","No injury, shark tore hole in the side of the boat",34.0,-118.0,Duplicate,"Newport Beach, Orange County, California, USA",,,1.0
3451,1923-02-01,1923.0,USA,Puerto Rico,San Juan,"Right calf, right side of abdomen & left wrist & hand bitten",18.0,-66.0,Duplicate,"San Juan, Puerto Rico, USA",,,1.0
3452,1919-12-30,1919.0,AUSTRALIA,Queensland,Brible Island,Lacerations to left leg,-22.0,145.0,Duplicate,"Queensland, AUSTRALIA",,0.3969,5.0
3453,1915-07-06,1915.0,MEXICO,,Santa Maria Bar,FATAL,,,Yes,,,0.5103000000000001,
3454,1912-02-19,1912.0,AUSTRALIA,New South Wales,Coogee,Left calf & heel bitten,-34.0,151.0,Duplicate,"Coogee, New South Wales, AUSTRALIA",,,1.0
